generation,population_size,total_concepts,mutation_rate,natural_mutations,safe_triggers,avg_attributes,unique_attributes,inheritance_rate,concept_diversity,timestamp
288,100,5356,0.09442940345473623,7,0,59.3,124,0.97,4.262437726879362,1741002539.637366
289,100,5362,0.09395725643746256,9,0,59.42,123,0.97,4.244028418903504,1741002539.689743
290,100,5389,0.09348747015527524,10,0,59.34,123,0.97,4.263704349395837,1741002539.742258
291,100,5406,0.09302003280449886,12,0,59.36,127,0.97,4.265863964723171,1741002541.3060718
292,100,5412,0.09255493264047637,9,0,59.59,129,0.97,4.266769836568958,1741002541.3582385
293,100,5424,0.09209215797727399,13,0,59.62,134,0.97,4.266900824901751,1741002541.406367
294,100,5432,0.09163169718738762,8,0,59.91,134,0.97,4.285427087954805,1741002541.4540577
295,100,5448,0.09117353870145067,10,0,60.07,129,0.97,4.290572657416181,1741002541.5018682
296,100,5454,0.09071767100794342,11,0,60.22,132,0.97,4.289713875501396,1741002541.5498104
297,100,5465,0.0902640826529037,10,0,60.31,130,0.97,4.271998816827446,1741002541.6347177
298,100,5475,0.08981276223963919,10,0,60.36,125,0.97,4.270367592575096,1741002541.6853943
299,100,5494,0.089363698428441,15,0,60.5,125,0.97,4.274008792328372,1741002541.733788
